OBJID,NVOTE,N_EL,N_CS,N_CW,N_ACW,N_EDGE,N_DK,N_MG,EL,CS,CW,ACW,EDGE,DK,MG,EL_DEB,CS_DEB,AMATEUR,ES_EXPERT,MG_EXPERT,MG_AMATEUR
588017947201503277,31,25,5,0,3,2,0,1,0.806,0.161,0.000,0.097,0.065,0.000,0.032,0.677,0.286,U,M,0,0
587741603106914435,39,8,30,2,13,15,1,0,0.205,0.769,0.051,0.333,0.385,0.026,0.000,0.080,0.892,U,L,0,0
587739098058260556,34,21,13,8,1,4,0,0,0.618,0.382,0.235,0.029,0.118,0.000,0.000,0.326,0.674,S,L,0,0
588017111296245928,19,18,0,0,0,0,1,0,0.947,0.000,0.000,0.000,0.000,0.053,0.000,0.947,0.000,E,M,0,0
587731889506353166,25,0,25,0,24,1,0,0,0.000,1.000,0.000,0.960,0.040,0.000,0.000,0.000,1.000,S,L,0,0
588017948274720771,23,22,1,1,0,0,0,0,0.957,0.043,0.043,0.000,0.000,0.000,0.000,0.906,0.094,E,M,0,0
587722982295994753,26,0,26,25,1,0,0,0,0.000,1.000,0.962,0.038,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587731870168121449,26,23,2,0,1,1,1,0,0.885,0.077,0.000,0.038,0.038,0.038,0.000,0.859,0.102,U,M,0,0
587742012736143509,31,0,17,16,1,0,0,14,0.000,0.548,0.516,0.032,0.000,0.000,0.452,0.000,0.548,U,L,1,0
587729386604658823,32,3,29,0,28,1,0,0,0.094,0.906,0.000,0.875,0.031,0.000,0.000,0.068,0.932,S,L,0,0
588016891711193248,39,0,37,37,0,0,0,2,0.000,0.949,0.949,0.000,0.000,0.000,0.051,0.000,0.949,S,L,0,0
587725816956715153,61,0,61,59,2,0,0,0,0.000,1.000,0.967,0.033,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587735348568653946,66,0,66,65,1,0,0,0,0.000,1.000,0.985,0.015,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587739828740161720,38,17,21,11,1,9,0,0,0.447,0.553,0.289,0.026,0.237,0.000,0.000,0.148,0.852,S,L,0,0
587734861611925608,38,35,3,0,1,2,0,0,0.921,0.079,0.000,0.026,0.053,0.000,0.000,0.822,0.178,U,M,0,0
587728307491504291,32,5,24,13,1,10,1,2,0.156,0.750,0.406,0.031,0.312,0.031,0.062,0.062,0.838,S,L,0,0
587736808839118970,33,2,28,0,27,1,0,3,0.061,0.848,0.000,0.818,0.030,0.000,0.091,0.022,0.885,S,L,0,0
587724241771364604,24,18,6,4,0,2,0,0,0.750,0.250,0.167,0.000,0.083,0.000,0.000,0.469,0.531,U,M,0,0
587739406232911878,49,8,37,10,4,23,3,1,0.163,0.755,0.204,0.082,0.469,0.061,0.020,0.048,0.862,S,L,0,0
587726878880629266,25,20,3,0,1,2,1,1,0.800,0.120,0.000,0.040,0.080,0.040,0.040,0.707,0.207,U,M,0,0
588848898836725989,37,17,1,0,0,1,4,15,0.459,0.027,0.000,0.000,0.027,0.108,0.405,0.449,0.034,U,M,0,0
588017721183109179,28,15,11,1,0,10,2,0,0.536,0.393,0.036,0.000,0.357,0.071,0.000,0.385,0.536,U,M,0,0
587725816426922038,30,0,11,0,0,11,2,17,0.000,0.367,0.000,0.000,0.367,0.067,0.567,0.000,0.367,U,N,1,1
588010359614406674,32,1,31,0,31,0,0,0,0.031,0.969,0.000,0.969,0.000,0.000,0.000,0.018,0.982,S,L,0,0
587736585517203521,29,0,29,0,29,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
588017604690247811,52,17,32,0,11,21,3,0,0.327,0.615,0.000,0.212,0.404,0.058,0.000,0.110,0.819,U,L,0,0
588297865259516020,28,3,23,0,23,0,2,0,0.107,0.821,0.000,0.821,0.000,0.071,0.000,0.036,0.889,S,L,0,0
587722983911850233,23,19,2,0,0,2,1,1,0.826,0.087,0.000,0.000,0.087,0.043,0.043,0.686,0.206,U,M,0,0
588007006316658806,67,63,3,1,2,0,1,0,0.940,0.045,0.015,0.030,0.000,0.015,0.000,0.881,0.103,U,M,0,0
587735241712468153,28,18,6,1,1,4,4,0,0.643,0.214,0.036,0.036,0.143,0.143,0.000,0.508,0.333,U,L,0,0
587728880346202202,34,1,33,32,0,1,0,0,0.029,0.971,0.941,0.000,0.029,0.000,0.000,0.025,0.975,S,L,0,0
587729155746496639,60,22,37,1,0,36,1,0,0.367,0.617,0.017,0.000,0.600,0.017,0.000,0.098,0.880,S,M,0,0
587724198283837539,61,58,1,0,0,1,2,0,0.951,0.016,0.000,0.000,0.016,0.033,0.000,0.914,0.050,E,M,0,0
587736584964604113,32,0,31,0,30,1,0,1,0.000,0.969,0.000,0.938,0.031,0.000,0.031,0.000,0.969,S,L,0,0
587736781994066190,23,17,6,0,0,6,0,0,0.739,0.261,0.000,0.000,0.261,0.000,0.000,0.739,0.261,U,M,0,0
587736809382740128,58,1,55,3,51,1,0,2,0.017,0.948,0.052,0.879,0.017,0.000,0.034,0.005,0.961,S,L,0,0
587727178470588528,35,0,34,1,32,1,0,1,0.000,0.971,0.029,0.914,0.029,0.000,0.029,0.000,0.971,S,L,0,0
587724650331242619,33,27,5,1,0,4,1,0,0.818,0.152,0.030,0.000,0.121,0.030,0.000,0.798,0.172,U,M,0,0
587724198813892765,26,3,22,2,6,14,1,0,0.115,0.846,0.077,0.231,0.538,0.038,0.000,0.030,0.929,S,L,0,0
587730845817504260,27,2,25,24,0,1,0,0,0.074,0.926,0.889,0.000,0.037,0.000,0.000,0.074,0.926,S,L,0,0
587741817855672451,33,1,32,0,30,2,0,0,0.030,0.970,0.000,0.909,0.061,0.000,0.000,0.011,0.989,S,L,0,0
587726016162562243,62,44,16,4,2,10,2,0,0.710,0.258,0.065,0.032,0.161,0.032,0.000,0.483,0.476,U,M,0,0
587725470135287812,34,3,8,8,0,0,11,12,0.088,0.235,0.235,0.000,0.000,0.324,0.353,0.082,0.240,U,L,0,0
587731887888466142,61,1,18,9,0,9,8,34,0.016,0.295,0.148,0.000,0.148,0.131,0.557,0.009,0.299,U,N,1,1
588017626164363475,60,57,2,0,0,2,0,1,0.950,0.033,0.000,0.000,0.033,0.000,0.017,0.911,0.072,E,M,0,0
587739097526239282,32,1,31,1,28,2,0,0,0.031,0.969,0.031,0.875,0.062,0.000,0.000,0.031,0.969,S,L,0,0
588017110758522921,26,3,23,22,1,0,0,0,0.115,0.885,0.846,0.038,0.000,0.000,0.000,0.115,0.885,S,L,0,0
587734623236260250,25,16,9,0,4,5,0,0,0.640,0.360,0.000,0.160,0.200,0.000,0.000,0.165,0.835,S,L,0,0
587725472807452702,60,30,1,0,0,1,2,27,0.500,0.017,0.000,0.000,0.017,0.033,0.450,0.498,0.019,U,M,1,0
588016879904948440,24,0,24,23,0,1,0,0,0.000,1.000,0.958,0.000,0.042,0.000,0.000,0.000,1.000,S,L,0,0
587725040091070730,27,22,5,2,1,2,0,0,0.815,0.185,0.074,0.037,0.074,0.000,0.000,0.674,0.326,U,M,0,0
587739303687422094,30,0,29,1,28,0,0,1,0.000,0.967,0.033,0.933,0.000,0.000,0.033,0.000,0.967,S,L,0,0
587729781736342028,23,0,23,0,23,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587732772668309633,41,7,31,19,2,10,2,1,0.171,0.756,0.463,0.049,0.244,0.049,0.024,0.044,0.875,S,L,0,0
588297863653425325,29,27,2,0,0,2,0,0,0.931,0.069,0.000,0.000,0.069,0.000,0.000,0.931,0.069,E,M,0,0
587741532790456447,36,16,20,13,2,5,0,0,0.444,0.556,0.361,0.056,0.139,0.000,0.000,0.129,0.871,S,L,0,0
587741828584767630,60,12,47,20,1,26,1,0,0.200,0.783,0.333,0.017,0.433,0.017,0.000,0.038,0.943,S,L,0,0
587738065654710371,65,0,65,1,64,0,0,0,0.000,1.000,0.015,0.985,0.000,0.000,0.000,0.000,1.000,S,L,0,0
588023239134085393,33,9,22,2,11,9,2,0,0.273,0.667,0.061,0.333,0.273,0.061,0.000,0.075,0.852,S,L,0,0
588017702932512902,34,26,8,0,0,8,0,0,0.765,0.235,0.000,0.000,0.235,0.000,0.000,0.558,0.442,U,M,0,0
587733410988294272,41,37,3,1,0,2,1,0,0.902,0.073,0.024,0.000,0.049,0.024,0.000,0.848,0.126,U,M,0,0
587729653423538367,33,10,16,4,0,12,7,0,0.303,0.485,0.121,0.000,0.364,0.212,0.000,0.128,0.625,U,L,0,0
588010360693457088,29,22,6,1,1,4,1,0,0.759,0.207,0.034,0.034,0.138,0.034,0.000,0.687,0.278,U,M,0,0
587732482219573448,34,2,32,0,31,1,0,0,0.059,0.941,0.000,0.912,0.029,0.000,0.000,0.022,0.978,S,L,0,0
587729409148584129,51,49,2,0,1,1,0,0,0.961,0.039,0.000,0.020,0.020,0.000,0.000,0.950,0.050,E,M,0,0
587734891680301193,34,0,34,0,32,2,0,0,0.000,1.000,0.000,0.941,0.059,0.000,0.000,0.000,1.000,S,L,0,0
587735665856086198,69,0,64,0,64,0,3,2,0.000,0.928,0.000,0.928,0.000,0.043,0.029,0.000,0.928,S,L,0,0
587726032237494297,55,1,51,1,50,0,1,2,0.018,0.927,0.018,0.909,0.000,0.018,0.036,0.015,0.930,S,L,0,0
587725505558216938,56,1,53,1,52,0,0,2,0.018,0.946,0.018,0.929,0.000,0.000,0.036,0.009,0.955,S,L,0,0
587734621632266411,24,10,11,0,1,10,3,0,0.417,0.458,0.000,0.042,0.417,0.125,0.000,0.417,0.458,U,M,0,0
588298663582302319,21,1,20,1,17,2,0,0,0.048,0.952,0.048,0.810,0.095,0.000,0.000,0.018,0.982,S,L,0,0
587729751676879083,35,7,23,14,0,9,2,3,0.200,0.657,0.400,0.000,0.257,0.057,0.086,0.048,0.787,U,L,0,0
587727179533647971,30,0,30,29,1,0,0,0,0.000,1.000,0.967,0.033,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587732154181812362,56,0,56,56,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
588017605215584387,31,23,7,0,4,3,1,0,0.742,0.226,0.000,0.129,0.097,0.032,0.000,0.552,0.409,U,L,0,0
587731891653247047,19,8,10,0,0,10,1,0,0.421,0.526,0.000,0.000,0.526,0.053,0.000,0.132,0.797,U,L,0,0
587738946668003484,61,23,34,10,0,24,4,0,0.377,0.557,0.164,0.000,0.393,0.066,0.000,0.077,0.832,S,L,0,0
587735696454320334,51,11,37,0,36,1,3,0,0.216,0.725,0.000,0.706,0.020,0.059,0.000,0.046,0.885,S,L,0,0
587739630095958144,77,20,56,0,1,55,1,0,0.260,0.727,0.000,0.013,0.714,0.013,0.000,0.028,0.955,S,N,1,0
587736752468066527,26,2,22,22,0,0,2,0,0.077,0.846,0.846,0.000,0.000,0.077,0.000,0.050,0.872,S,L,0,0
588848901525864567,31,0,16,12,0,4,1,14,0.000,0.516,0.387,0.000,0.129,0.032,0.452,0.000,0.516,U,N,1,0
587727213881458801,37,0,37,36,0,1,0,0,0.000,1.000,0.973,0.000,0.027,0.000,0.000,0.000,1.000,S,L,0,0
587725994109174037,70,1,69,69,0,0,0,0,0.014,0.986,0.986,0.000,0.000,0.000,0.000,0.014,0.986,S,L,0,0
588007005809148420,31,3,27,0,26,1,1,0,0.097,0.871,0.000,0.839,0.032,0.032,0.000,0.024,0.942,S,L,0,0
587739810487664792,42,0,42,0,42,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587733195697356923,23,19,4,1,1,2,0,0,0.826,0.174,0.043,0.043,0.087,0.000,0.000,0.581,0.419,U,M,0,0
587732772116037659,35,0,35,1,34,0,0,0,0.000,1.000,0.029,0.971,0.000,0.000,0.000,0.000,1.000,S,L,0,0
588013382728220980,37,21,15,2,2,11,1,0,0.568,0.405,0.054,0.054,0.297,0.027,0.000,0.386,0.583,S,M,0,0
587725775606579237,52,45,2,1,1,0,2,3,0.865,0.038,0.019,0.019,0.000,0.038,0.058,0.840,0.062,E,M,0,0
587736541491495306,34,0,33,32,1,0,0,1,0.000,0.971,0.941,0.029,0.000,0.000,0.029,0.000,0.971,S,L,0,0
588016839634911551,40,0,34,0,34,0,0,6,0.000,0.850,0.000,0.850,0.000,0.000,0.150,0.000,0.850,S,L,0,0
587728918985113703,23,0,23,22,0,1,0,0,0.000,1.000,0.957,0.000,0.043,0.000,0.000,0.000,1.000,S,L,0,0
587729752211325662,27,25,0,0,0,0,2,0,0.926,0.000,0.000,0.000,0.000,0.074,0.000,0.926,0.000,E,M,0,0
587731868022800502,52,0,51,50,0,1,0,1,0.000,0.981,0.962,0.000,0.019,0.000,0.019,0.000,0.981,S,L,0,0
587736753549017667,32,4,27,15,4,8,0,1,0.125,0.844,0.469,0.125,0.250,0.000,0.031,0.084,0.884,S,L,0,0
587722984436990089,30,1,29,29,0,0,0,0,0.033,0.967,0.967,0.000,0.000,0.000,0.000,0.022,0.978,S,L,0,0
588017626146668644,28,20,7,2,2,3,1,0,0.714,0.250,0.071,0.071,0.107,0.036,0.000,0.254,0.671,S,L,0,0
588848900991877353,25,14,10,0,3,7,1,0,0.560,0.400,0.000,0.120,0.280,0.040,0.000,0.182,0.754,U,L,0,0
588017977281019977,39,1,38,1,34,3,0,0,0.026,0.974,0.026,0.872,0.077,0.000,0.000,0.026,0.974,S,L,0,0
587731185665114292,34,7,26,1,18,7,1,0,0.206,0.765,0.029,0.529,0.206,0.029,0.000,0.110,0.859,S,L,0,0
587736541474324657,27,18,8,2,1,5,1,0,0.667,0.296,0.074,0.037,0.185,0.037,0.000,0.311,0.630,S,L,0,0
587739809963442499,69,2,63,55,1,7,1,3,0.029,0.913,0.797,0.014,0.101,0.014,0.043,0.007,0.934,S,L,0,0
587726016152141891,26,10,16,9,1,6,0,0,0.385,0.615,0.346,0.038,0.231,0.000,0.000,0.178,0.822,U,L,0,0
587727177910124704,32,16,8,0,2,6,2,6,0.500,0.250,0.000,0.062,0.188,0.062,0.188,0.494,0.256,U,M,0,0
587739809965015638,30,0,30,30,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
